scenario,scenario_name,pressure,condition,policy_name,mean_reward,mean_survival,mean_task_success,mean_progress,mean_tool_integrity,mean_shelter_quality,mean_spare_parts,mean_exposure_debt,mean_resource_loss,mean_route_confusion,mean_alarm_failures,mean_cache_failures,mean_collapse_risk,mean_inspect_actions,mean_tool_repair_actions,mean_shelter_repair_actions,mean_salvage_actions,mean_work_actions,mean_degradation_reads,mean_tool_memory_reads,mean_shelter_memory_reads,mean_continuity_resets,mean_maintenance_misses
0,stable_new_tools_control,new tools and intact shelter where maintenance should not matter,full_control,no_maintenance_baseline,229.70061131436148,1.0,1.0,153.99999999999994,0.9487606715119142,0.9514430999419341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,0.0,0.0,0.0,0.0,0.0
0,stable_new_tools_control,new tools and intact shelter where maintenance should not matter,no_degradation_state,no_maintenance_baseline,229.7031055093322,1.0,1.0,153.99999999999994,0.9492599133087866,0.9517752564686283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,0.0,0.0,0.0,0.0,0.0
0,stable_new_tools_control,new tools and intact shelter where maintenance should not matter,no_inspection_action,no_maintenance_baseline,229.71455745883154,1.0,1.0,153.99999999999994,0.9518099884709382,0.9530424978062499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,0.0,0.0,0.0,0.0,0.0
0,stable_new_tools_control,new tools and intact shelter where maintenance should not matter,no_repair_action,no_maintenance_baseline,229.69392278405363,1.0,1.0,153.99999999999994,0.9470668411968884,0.9509074201543432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,0.0,0.0,0.0,0.0,0.0
0,stable_new_tools_control,new tools and intact shelter where maintenance should not matter,no_tool_memory,no_maintenance_baseline,229.6912803108278,1.0,1.0,153.99999999999994,0.9489545101393855,0.9481389268032424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,0.0,0.0,0.0,0.0,0.0
0,stable_new_tools_control,new tools and intact shelter where maintenance should not matter,no_shelter_memory,no_maintenance_baseline,229.697540345436,1.0,1.0,153.99999999999994,0.9486343237507288,0.9505457913946357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,0.0,0.0,0.0,0.0,0.0
0,stable_new_tools_control,new tools and intact shelter where maintenance should not matter,no_material_cache,no_maintenance_baseline,229.7029331737691,1.0,1.0,153.99999999999994,0.9492264994393534,0.9517512251503684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,0.0,0.0,0.0,0.0,0.0
0,stable_new_tools_control,new tools and intact shelter where maintenance should not matter,no_continuity,no_maintenance_baseline,229.70869865350915,1.0,1.0,153.99999999999994,0.9509165313416811,0.9519830198280538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,0.0,0.0,0.0,0.0,0.0
0,stable_new_tools_control,new tools and intact shelter where maintenance should not matter,reactive_failure_only,no_maintenance_baseline,229.701943430018,1.0,1.0,153.99999999999994,0.9478491411946517,0.9527986688113598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,0.0,0.0,0.0,0.0,0.0
0,stable_new_tools_control,new tools and intact shelter where maintenance should not matter,omniscient_maintenance_control,no_maintenance_baseline,225.78812806063277,1.0,1.0,153.99999999999994,0.9505471809904903,0.9521621725537899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,220.0,220.0,220.0,0.0,0.0
1,route_marker_decay,route markers decay and create navigation confusion unless inspected and repaired,full_control,marker_maintenance_planner,210.21904894275693,1.0,1.0,127.3969288438963,0.9178931391991464,0.7856652259019055,0.3046875,0.0002708333333333334,0.0,1.8141616066724827e-05,0.0,0.0,0.000248311222170032,13.0,3.0,0.0,0.6770833333333334,203.32291666666666,220.0,220.0,0.0,0.0,0.4375
1,route_marker_decay,route markers decay and create navigation confusion unless inspected and repaired,no_degradation_state,marker_maintenance_planner,152.5891112343969,1.0,1.0,123.79824148431567,0.5336834619510851,0.7833201644902222,0.6000000000000001,0.0,0.01630179021457931,0.4991284797406126,0.0,0.0,0.2846277737903761,0.0,2.0,0.0,0.0,218.0,0.0,220.0,0.0,0.0,3.28125
1,route_marker_decay,route markers decay and create navigation confusion unless inspected and repaired,no_inspection_action,marker_maintenance_planner,222.21459342071714,1.0,1.0,137.11585614589646,0.9170319832145273,0.7832838619058035,0.38906250000000003,0.00034583333333333335,0.0,9.352647550045892e-08,0.0,0.0,0.0003043847728948586,0.0,3.0,0.0,0.8645833333333334,216.13541666666666,220.0,220.0,0.0,0.0,0.0
1,route_marker_decay,route markers decay and create navigation confusion unless inspected and repaired,no_repair_action,marker_maintenance_planner,36.42202722845925,1.0,1.0,91.29214048209654,0.0,0.7814469836144927,2.0,0.0,0.05441433168492852,1.3023519060745181,0.0,0.0,0.7500304339856406,13.0,0.0,0.0,0.0,207.0,220.0,220.0,0.0,0.0,0.5625
1,route_marker_decay,route markers decay and create navigation confusion unless inspected and repaired,no_tool_memory,marker_maintenance_planner,26.926939876858587,1.0,1.0,91.41269133935445,0.0,0.7810115708337918,2.0,0.0,0.05424925732496605,1.298389552152236,0.0,0.0,0.7477487932252087,13.0,0.0,0.0,0.0,207.0,220.0,0.0,0.0,0.0,14.916666666666666
1,route_marker_decay,route markers decay and create navigation confusion unless inspected and repaired,no_shelter_memory,marker_maintenance_planner,210.1128330493511,1.0,1.0,127.30650011372732,0.9148326475893797,0.7830817466272041,0.3515625,0.0003125,0.0,4.536879895914336e-05,0.0,0.0,0.0002999528394275289,13.0,3.0,0.0,0.78125,203.21875,220.0,220.0,0.0,0.0,0.5416666666666666
1,route_marker_decay,route markers decay and create navigation confusion unless inspected and repaired,no_material_cache,marker_maintenance_planner,30.206712757056252,1.0,1.0,91.24979804802672,0.0,0.7832917520695052,0.0,0.0,0.05450014398073705,1.3037130337202787,0.0,0.0,0.7508322578142104,13.0,0.0,0.0,0.0,207.0,220.0,220.0,0.0,0.0,0.6770833333333334
1,route_marker_decay,route markers decay and create navigation confusion unless inspected and repaired,no_continuity,marker_maintenance_planner,210.04778034099138,1.0,1.0,127.50304594183531,0.9163090571574468,0.7813126556062538,0.2484375,0.00022083333333333333,0.0,6.527554107989783e-05,0.0,0.0,0.00023023488092727717,13.0,3.0,0.0,0.5520833333333334,203.44791666666666,220.0,220.0,0.0,0.0,0.5729166666666666
1,route_marker_decay,route markers decay and create navigation confusion unless inspected and repaired,reactive_failure_only,marker_maintenance_planner,143.25232346973198,1.0,1.0,121.57681125826967,0.5281983137674987,0.7814979848025293,0.6072916666666668,0.0,0.019326857402333853,0.572513481312747,0.0,0.0,0.3268650663114579,0.0,1.9895833333333333,0.0,0.0,218.01041666666666,0.0,220.0,0.0,0.0,3.625
1,route_marker_decay,route markers decay and create navigation confusion unless inspected and repaired,omniscient_maintenance_control,marker_maintenance_planner,200.77407006181295,1.0,1.0,120.79408346039907,0.9020534872522639,0.7833949215246226,0.2109375,0.00017083333333333336,0.0,0.00031290438211709943,0.0,0.0,0.0003224307434977381,22.0,2.96875,0.0,0.4270833333333333,194.60416666666666,220.0,220.0,220.0,0.0,0.6354166666666666
2,storm_shelter_wear,storm load degrades shelter quality unless shelter state and repair are maintained,full_control,shelter_repair_planner,211.41320668417384,1.0,1.0,130.16725785474654,0.7842378779823788,0.7349394608347724,0.6365625,0.0043391666666666665,0.0,0.0,0.0,0.0,0.005619619801830946,1.5,0.0,3.34375,2.0104166666666665,213.14583333333334,220.0,0.0,220.0,0.0,0.0
2,storm_shelter_wear,storm load degrades shelter quality unless shelter state and repair are maintained,no_degradation_state,shelter_repair_planner,167.7775770723153,1.0,1.0,119.80253917431322,0.7841068168428053,0.36161842094347496,0.47406250000000005,0.2098342581569986,0.0,0.0,0.0,0.0,0.1893698604515558,0.0,0.0,2.3229166666666665,0.09375,217.58333333333334,0.0,0.0,220.0,0.0,1.625
2,storm_shelter_wear,storm load degrades shelter quality unless shelter state and repair are maintained,no_inspection_action,shelter_repair_planner,213.27442712734796,1.0,1.0,131.13538189207927,0.7866518273876503,0.7579361301390829,0.6090625,0.004068990106899891,0.0,0.0,0.0,0.0,0.005722309091774769,0.0,0.0,3.4270833333333335,2.09375,214.47916666666666,220.0,0.0,220.0,0.0,0.0
2,storm_shelter_wear,storm load degrades shelter quality unless shelter state and repair are maintained,no_repair_action,shelter_repair_planner,-166.7613114253672,0.0,0.0,73.97166123079256,0.7837313368356306,0.0,2.2,1.0,0.0,0.0,0.0,0.0,0.88,9.041666666666666,0.0,0.0,0.0,210.95833333333334,220.0,0.0,220.0,0.0,0.0
2,storm_shelter_wear,storm load degrades shelter quality unless shelter state and repair are maintained,no_tool_memory,shelter_repair_planner,211.53799852006378,1.0,1.0,129.91135380963593,0.7832073317228087,0.7699404488703826,0.589375,0.0038949999999999996,0.0,0.0,0.0,0.0,0.0056825999999999995,1.5833333333333333,0.0,3.4583333333333335,2.1041666666666665,212.85416666666666,220.0,0.0,220.0,0.0,0.0
2,storm_shelter_wear,storm load degrades shelter quality unless shelter state and repair are maintained,no_shelter_memory,shelter_repair_planner,-178.9999346116081,0.0,0.0,73.71196646658059,0.78401908504821,0.0,2.2,1.0,0.0,0.0,0.0,0.0,0.88,9.072916666666666,0.0,0.0,0.0,210.92708333333334,220.0,0.0,0.0,0.0,17.166666666666668
2,storm_shelter_wear,storm load degrades shelter quality unless shelter state and repair are maintained,no_material_cache,shelter_repair_planner,-173.40840962498285,0.0,0.0,73.88543675604713,0.7865650952122181,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.88,9.135416666666666,0.0,0.0,0.0,210.86458333333334,220.0,0.0,220.0,0.0,0.0
2,storm_shelter_wear,storm load degrades shelter quality unless shelter state and repair are maintained,no_continuity,shelter_repair_planner,211.53740092823568,1.0,1.0,130.02806359547787,0.7809332124464629,0.7660254132525516,0.56125,0.003697815619461009,0.0,0.0,0.0,0.0,0.0056220642933651884,1.5,0.0,3.4583333333333335,2.0416666666666665,213.0,220.0,0.0,220.0,0.0,0.0
2,storm_shelter_wear,storm load degrades shelter quality unless shelter state and repair are maintained,reactive_failure_only,shelter_repair_planner,131.94611293085717,1.0,1.0,109.13947188945558,0.782809863623454,0.2986816481529027,0.5701041666666667,0.39070033373619584,0.0,0.0,0.0,0.0,0.3458905349778338,0.0,0.0,2.1458333333333335,0.052083333333333336,217.80208333333334,0.0,0.0,220.0,0.0,3.8541666666666665
2,storm_shelter_wear,storm load degrades shelter quality unless shelter state and repair are maintained,omniscient_maintenance_control,shelter_repair_planner,204.7824618604873,1.0,1.0,126.3449916497262,0.7852978590236804,0.6493673648899053,0.7684375,0.005531263009591908,0.0,0.0,0.0,0.0,0.005542846982312549,7.03125,0.0,3.1145833333333335,1.90625,207.94791666666666,220.0,220.0,220.0,0.0,0.0
3,alarm_cache_wear,"alarms and resource caches degrade unpredictably, making inspection and repair valuable",full_control,marker_maintenance_planner,203.93164399910543,1.0,1.0,126.60118604700739,0.7686836771600783,0.7372771254284286,0.6416666666666667,0.00104,0.0034184245845851886,0.002279027256044712,0.010416666666666666,0.0,0.004496421566600742,13.0,3.2083333333333335,0.0,1.0833333333333333,202.70833333333334,220.0,220.0,0.0,0.0,4.895833333333333
3,alarm_cache_wear,"alarms and resource caches degrade unpredictably, making inspection and repair valuable",no_degradation_state,marker_maintenance_planner,180.72630459572804,1.0,1.0,130.83243761442517,0.4691747494563267,0.7305433129298055,0.8447916666666666,0.00068,0.09808104782802983,0.0397533649645084,1.0520833333333333,1.375,0.1290646670505248,0.0,2.6770833333333335,0.0,0.7083333333333334,216.61458333333334,0.0,220.0,0.0,0.0,7.5625
3,alarm_cache_wear,"alarms and resource caches degrade unpredictably, making inspection and repair valuable",no_inspection_action,marker_maintenance_planner,183.30904034836112,1.0,1.0,130.79102823779118,0.5692143442421426,0.7328298609343853,0.771875,0.00068,0.09425844416897801,0.034389422110590054,1.875,1.6875,0.1458278175455909,0.0,2.78125,0.0,0.7083333333333334,216.51041666666666,220.0,220.0,0.0,0.0,0.0
3,alarm_cache_wear,"alarms and resource caches degrade unpredictably, making inspection and repair valuable",no_repair_action,marker_maintenance_planner,-28.9083812470053,0.7083333333333334,0.8020833333333334,95.03756068947457,0.00297824585296369,0.7393732423916818,2.4,0.0,0.47907643925068016,0.14629366194520552,10.583333333333334,9.354166666666666,0.7575305730719514,12.8125,0.0,0.0,0.0,204.98958333333334,217.80208333333334,217.80208333333334,0.0,0.0,4.71875
3,alarm_cache_wear,"alarms and resource caches degrade unpredictably, making inspection and repair valuable",no_tool_memory,marker_maintenance_planner,-41.387188523779265,0.7083333333333334,0.7708333333333334,94.4388164561525,0.0043230123691514605,0.7349716925128184,2.4,0.0,0.48108428502294714,0.14710490376188234,10.541666666666666,9.28125,0.7570757871165958,12.78125,0.0,0.0,0.0,204.23958333333334,217.02083333333334,0.0,0.0,0.0,19.604166666666668
3,alarm_cache_wear,"alarms and resource caches degrade unpredictably, making inspection and repair valuable",no_shelter_memory,marker_maintenance_planner,203.4203564377165,1.0,1.0,126.60122428742183,0.750488213290745,0.73832120502902,0.6661458333333333,0.00103,0.004143160548986435,0.0026538948519926517,0.020833333333333332,0.052083333333333336,0.0062889683756342145,13.0,3.1666666666666665,0.0,1.0729166666666667,202.76041666666666,220.0,220.0,0.0,0.0,4.822916666666667
3,alarm_cache_wear,"alarms and resource caches degrade unpredictably, making inspection and repair valuable",no_material_cache,marker_maintenance_planner,-62.683496806583236,0.6041666666666666,0.7291666666666666,92.95292877784429,0.0010392030784565156,0.7332640854457759,0.0,0.0,0.5044101505930899,0.15347591998179608,11.083333333333334,9.625,0.7920627160243702,12.791666666666666,0.0,0.0,0.0,204.59375,217.38541666666666,217.38541666666666,0.0,0.0,4.979166666666667
3,alarm_cache_wear,"alarms and resource caches degrade unpredictably, making inspection and repair valuable",no_continuity,marker_maintenance_planner,203.45693637658925,1.0,1.0,126.52636272106976,0.7422510814211921,0.7360676484866572,0.6671874999999999,0.00111,0.0034966933946637413,0.002274529854827133,0.0,0.010416666666666666,0.004583241324846442,13.0,3.21875,0.0,1.15625,202.625,220.0,220.0,0.0,0.0,4.927083333333333
