controller,ablation,mean_total_score,mean_maturation_score,mean_crisis_score,mean_resolved_rate,mean_env_response_rate,mean_social_response_rate,mean_coupled_response_rate,mean_crisis_damage,mean_final_alive,mean_alive_at_12h,mean_births,mean_architecture_tier,mean_tool_tier,mean_knowledge_transfer,mean_adaptation_evidence,shock_gate_pass_rate,post_gate_shock_rate
designed,none,0.8784459881321792,1.0,0.7467624752753733,1.0,0.8057692307692308,0.657051282051282,0.5141025641025642,0.1143782757699959,17.0,14.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0
frame_mlp,none,0.3302245992326485,0.6350473062166316,0.0,0.0,0.25,0.0,0.0,1.1722573104057525,14.0,14.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0
gru,none,0.518472448,0.9970623999999999,0.0,0.0,0.0,0.2378205128205128,0.0,1.149233430222272,14.6,14.0,0.6,3.2,4.0,1.0,1.0,1.0,1.0
reactive,none,0.24003703531886017,0.46160968330550023,0.0,0.0,0.4282051282051282,0.0,0.0,1.1677775124925645,14.0,14.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
repair_critic_gru,body,0.5092993297540502,0.9794217879885581,0.0,0.1,0.4673076923076923,0.1891025641025641,0.007051282051282051,1.0631328416164147,14.6,14.0,0.6,3.2,3.6,1.0,1.0,1.0,1.0
repair_critic_gru,environment,0.5142563883508288,0.9889545929823631,0.0,0.0,0.4865384615384615,0.05,0.0,1.15253264303837,15.8,14.0,1.8,3.2,4.0,1.0,1.0,1.0,1.0
repair_critic_gru,infrastructure,0.3308006941055631,0.6361551809722368,0.0,0.0,0.25,0.0,0.0,1.1278722474405438,14.0,14.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0
repair_critic_gru,none,0.5184701948925166,0.9970580671009934,0.0,0.15,0.3141025641025641,0.2141025641025641,0.01730769230769231,1.0418904620655207,15.0,14.0,1.0,3.2,4.0,1.0,1.0,1.0,1.0
repair_critic_gru,previous_action,0.518288342018397,0.9967083500353789,0.0,0.25,0.3858974358974359,0.23205128205128206,0.08269230769230769,0.8412870267088888,15.6,14.0,1.6,3.2,4.0,1.0,1.0,1.0,1.0
repair_critic_gru,social_culture,0.5182156201194313,0.9965685002296757,0.0,0.0,0.0,1.0,0.0,1.1423131648947824,16.8,14.0,2.8,3.0,4.0,1.0,1.0,1.0,1.0
repair_critic_gru,tools,0.5104523254413286,0.9816390873871702,0.0,0.0,0.0,0.012179487179487181,0.0,1.1647331182751337,15.0,14.0,1.0,3.0,4.0,0.7375547297929321,1.0,1.0,1.0
return_selected_gru,none,0.5192362239999999,0.9985312000000001,0.0,0.15,0.3141025641025641,0.21858974358974362,0.01730769230769231,1.0271673751665007,16.6,14.0,2.6,3.0,4.0,1.0,1.0,1.0,1.0
