seed,hour,env_target,social_target,strength,env_pressure,social_pressure,infrastructure_need,resource_need
20261121,15.985,0.1255985316590836,0.2606058351738949,1.0383274931445263,0.3388,0.20359999999999998,0.03919999999999998,0.187
20261121,19.985,0.12540927937756055,0.26150158082104635,1.0373948478222967,0.3388,0.20359999999999998,0.03919999999999998,0.187
20261121,77.641,0.12269291701938681,0.2732645655257703,1.0237378182092975,0.3388,0.20359999999999998,0.03919999999999998,0.187
20261122,15.283,0.12704474173062136,0.2601136399331361,1.038958689033406,0.3784,0.20359999999999998,0.03919999999999998,0.187
20261122,19.283,0.12685473228019267,0.2610151284622097,1.0380273701174432,0.3784,0.20359999999999998,0.03919999999999998,0.187
20261122,77.612,0.12409531890823373,0.2729841374112965,1.024227487516018,0.3784,0.20359999999999998,0.03919999999999998,0.187
20261123,17.134,0.12695680275374252,0.2605321157983171,1.0385279646448264,0.3784,0.20359999999999998,0.03919999999999998,0.187
20261123,21.134,0.1267668384187656,0.2614287233597996,1.037595740113826,0.3784,0.20359999999999998,0.03919999999999998,0.187
20261123,87.749,0.12361799297564488,0.2748461312216338,1.021788173671465,0.3784,0.20359999999999998,0.03919999999999998,0.187
20261124,15.12,0.12705248667866859,0.2600766803529512,1.038996598731324,0.3784,0.20359999999999998,0.03919999999999998,0.187
20261124,19.119999999999997,0.1268624732605799,0.2609785990038701,1.0380653596214044,0.3784,0.20359999999999998,0.03919999999999998,0.187
20261124,82.375,0.12387095674587462,0.2738668149465083,1.0230828305776012,0.3784,0.20359999999999998,0.03919999999999998,0.187
20261125,13.72,0.12711901434108996,0.2597585131325819,1.0393220693426843,0.3784,0.20359999999999998,0.03919999999999998,0.187
20261125,17.72,0.12692896687981997,0.2606641280322685,1.0383915160627861,0.3784,0.20359999999999998,0.03919999999999998,0.187
20261125,79.563,0.12400339858623921,0.27334737469959125,1.0237589372706128,0.3784,0.20359999999999998,0.03919999999999998,0.187
