channel,passed,score,evidence,failure_if_false
report_334_continue_return_gate_passed,True,1.0,Report 334 verdict=pass weakest=1.0,cross-tab handoff continuity would not be grounded in a passing continue-return gate
cross_tab_source_still_present,True,1.0,"generator, emitted JS, and emitted HTML retain prepared handoff continue/download machinery",regeneration would remove the visible cross-tab handoff path
original_tab_prepared_fresh_resume,True,1.0,"kind=resume fresh=True status=Outside-review handoff ready: fresh resume handoff; checklist 7/7; shell evidence reviewer pass seen / receipt 9/9 / replay export ready; recorder 0 manual record(s) / export missing; next action: click Continue from prepared resume handoff, or download Prepared outside-review handoff JSON.",the preparing tab did not create a visible fresh resume handoff
fresh_tab_shows_prepared_handoff,True,1.0,"kind=resume status=Outside-review handoff ready: fresh resume handoff; checklist 7/7; shell evidence reviewer pass seen / receipt 9/9 / replay export ready; recorder 0 manual record(s) / export missing; next action: click Continue from prepared resume handoff, or download Prepared outside-review handoff JSON.",a cold launcher tab does not render the prepared handoff card
fresh_tab_status_fresh_resume,True,1.0,"Outside-review handoff ready: fresh resume handoff; checklist 7/7; shell evidence reviewer pass seen / receipt 9/9 / replay export ready; recorder 0 manual record(s) / export missing; next action: click Continue from prepared resume handoff, or download Prepared outside-review handoff JSON.",fresh tab status does not classify the handoff as fresh resume
fresh_tab_controls_available,True,1.0,Continue from prepared resume handoffDownload prepared outside-review handoff JSON,fresh tab lacks continue/download controls for the prepared handoff
fresh_tab_visible_handoff_timestamp_matches_original,True,1.0,original=2026-06-18T09:40:45.619Z fresh=2026-06-18T09:40:45.619Z,fresh tab shows a different visible handoff timestamp than the preparing tab
fresh_tab_payload_timestamp_matches_original,True,1.0,original=2026-06-18T09:40:45.619Z fresh=2026-06-18T09:40:45.619Z,fresh tab preview freshness points at a different current handoff timestamp
fresh_tab_continue_reaches_shell,True,1.0,url=http://127.0.0.1:8797/visualizations/ssrm_3d_browser_world_v61_vertical_slice_app_shell/index.html?source=primary-demo-v63 reviewer=True runPass=True,fresh tab continue action does not reach the maintained reviewer shell
fresh_tab_return_to_launcher_visible,True,1.0,http://127.0.0.1:8797/visualizations/ssrm_3d_browser_world_primary_demo/index.html#outsideReviewChecklist,fresh tab continued session cannot return visibly to the launcher
fresh_tab_refresh_keeps_handoff_fresh,True,1.0,"Outside-review handoff ready: fresh resume handoff; checklist 7/7; shell evidence reviewer pass seen / receipt 9/9 / replay export ready; recorder 0 manual record(s) / export missing; next action: click Continue from prepared resume handoff, or download Prepared outside-review handoff JSON.",refreshing shell evidence after cross-tab return makes the handoff stale
fresh_tab_after_return_timestamp_unchanged,True,1.0,original=2026-06-18T09:40:45.619Z after=2026-06-18T09:40:45.619Z,cross-tab continue-return changes the visible prepared handoff timestamp
browser_evidence_uses_visible_or_preview_state,True,1.0,"browser evidence compares visible status/actions and visible handoff preview JSON, not raw localStorage keys",cross-tab proof relies on privileged storage inspection
browser_console_clean,True,1.0,consoleErrors=0 messages=[],cross-tab browser flow produced console errors
boundary_preserved,True,1.0,"Deterministic browser-local cross-tab handoff continuity bridge only; no LLM calls, no subjective consciousness, no autonomous natural language, no moral patienthood, no production persistence, no complete 3D engine, and no finished gameplay claim. This is local restart workflow and visible review handoff continuity, not external validation or evidence of inner experience.",report boundary implies more than browser-local handoff continuity
