controller,ablation,mean_total_score,mean_maturation_score,mean_crisis_score,mean_resolved_rate,mean_env_response_rate,mean_social_response_rate,mean_coupled_response_rate,mean_crisis_damage,mean_final_alive,mean_alive_at_12h,mean_births,mean_architecture_tier,mean_tool_tier,mean_knowledge_transfer,mean_adaptation_evidence,shock_gate_pass_rate,post_gate_shock_rate
designed,none,0.8670652196330142,1.0,0.7230525409021129,1.0,0.7794871794871795,0.6243589743589744,0.47435897435897434,0.11435537764231485,16.0,14.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
frame_mlp,none,0.3301038391196419,0.6348150752300807,0.0,0.0,0.25,0.0,0.0,1.1658555840967666,14.0,14.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0
gru,none,0.518472448,0.9970623999999999,0.0,0.0,0.0,0.4185897435897436,0.0,1.1162318187961262,16.2,14.0,2.2,3.4,4.0,1.0,1.0,1.0,1.0
outcome_value_gru,body,0.5307538987945577,0.9955936,0.02717755582199523,0.1,0.12564102564102564,0.9102564102564102,0.038461538461538464,1.0277719209229124,15.2,14.0,1.2,3.0,4.0,1.0,1.0,1.0,1.0
outcome_value_gru,environment,0.5164919057400141,0.9932536648846424,0.0,0.05,0.1064102564102564,0.8987179487179487,0.05641025641025641,1.0217312919929948,17.0,14.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0
outcome_value_gru,infrastructure,0.4572131199999999,0.879256,0.0,0.05,0.2,0.4980769230769231,0.05,1.0940724059591418,14.0,14.0,0.0,4.0,0.0,1.0,1.0,1.0,1.0
outcome_value_gru,none,0.5153953875051241,0.9911449759713925,0.0,0.05,0.1685897435897436,0.7897435897435898,0.04294871794871795,1.0084564858778073,15.6,14.0,1.6,3.8,4.0,1.0,1.0,1.0,1.0
outcome_value_gru,previous_action,0.5205502778838124,1.0,0.001146412257942425,0.15,0.15448717948717947,0.841025641025641,0.13205128205128205,0.8664409131002898,16.8,14.0,2.8,3.0,4.0,1.0,1.0,1.0,1.0
outcome_value_gru,social_culture,0.5156201348123326,0.9915771823314088,0.0,0.0,0.0,1.0,0.0,1.1340752178736866,16.2,14.0,2.2,3.0,3.6,1.0,1.0,1.0,1.0
outcome_value_gru,tools,0.517708672,0.9955936,0.0,0.0,0.0,0.14358974358974358,0.0,1.161341447810749,15.0,14.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0
reactive,none,0.2400918333648246,0.4617150641631242,0.0,0.0,0.42243589743589743,0.0,0.0,1.1825695406294492,14.0,14.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
repair_critic_baseline,none,0.536406663884397,0.9985312000000001,0.03577174975916016,0.2,0.29358974358974355,0.36858974358974356,0.08397435897435898,0.9365269632874241,16.8,14.0,2.8,4.0,4.0,1.0,1.0,1.0,1.0
return_selected_gru,none,0.536406663884397,0.9985312000000001,0.03577174975916016,0.2,0.29358974358974355,0.36858974358974356,0.08397435897435898,0.9365269632874241,16.8,14.0,2.8,4.0,4.0,1.0,1.0,1.0,1.0
