environment,surface,scenario,planner,family,boundary_signature,counterfactual_signature,true_risky_rate,forced_good_risky_rate,forced_bad_risky_rate,edit_swing,latent_good_value,latent_bad_value,latent_mean,latent_std,latent_self_accuracy,latent_world_accuracy,latent_control_accuracy,selected_model
body_actuator,action effects depend on hidden body capability,agent_shared,bayesian_table_planner,tabular_world_model,agent_bounded_cross_env,agent_counterfactual_edit,0.546,1.0,0.0,1.0,0.9966216216216216,0.004807692307692308,0.5463380977130977,0.4938038266858181,1.0,0.544,1.0,probe_key_table
body_actuator,action effects depend on hidden body capability,agent_shared,linear_belief_planner,linear_reward_model,agent_bounded_cross_env,agent_counterfactual_edit,0.546,1.0,0.0,1.0,8.0,-8.0,0.736,7.966072055913127,1.0,0.544,1.0,linear_probe_belief
body_actuator,action effects depend on hidden body capability,agent_shared,recurrent_belief_planner,recurrent_reward_model,agent_bounded_cross_env,agent_counterfactual_edit,0.546,1.0,0.0,1.0,3.294160326045248,-2.691251451328528,0.5767833791175535,2.98001384392941,1.0,0.544,1.0,recurrent_probe_belief
body_actuator,action effects depend on hidden body capability,world_shared,bayesian_table_planner,tabular_world_model,external_cross_env,external_counterfactual_edit,0.528,1.0,0.0,1.0,0.9962962962962963,0.004273504273504274,0.5280615384615385,0.49523303943171854,0.564,1.0,1.0,probe_key_table
body_actuator,action effects depend on hidden body capability,world_shared,linear_belief_planner,linear_reward_model,external_cross_env,external_counterfactual_edit,0.528,1.0,0.0,1.0,8.0,-8.0,0.448,7.98744615005322,0.564,1.0,1.0,linear_probe_belief
body_actuator,action effects depend on hidden body capability,world_shared,recurrent_belief_planner,recurrent_reward_model,external_cross_env,external_counterfactual_edit,0.528,1.0,0.0,1.0,3.035617240004735,-2.9126948600486484,0.22801392877953802,2.969488911430399,0.564,1.0,1.0,recurrent_probe_belief
body_actuator,action effects depend on hidden body capability,independent_hidden,bayesian_table_planner,tabular_world_model,no_shared_agent_boundary,no_shared_counterfactual,0.0,0.0,0.0,0.0,0.5333665338645418,0.5333665338645418,0.5333665338645418,0.0,0.55,0.558,0.782,marginal
body_actuator,action effects depend on hidden body capability,independent_hidden,linear_belief_planner,linear_reward_model,no_shared_agent_boundary,no_shared_counterfactual,0.0,0.0,0.0,0.0,0.1342010504544094,0.1342010504544094,0.1342010504544094,0.0,0.55,0.558,0.782,marginal
body_actuator,action effects depend on hidden body capability,independent_hidden,recurrent_belief_planner,recurrent_reward_model,no_shared_agent_boundary,no_shared_counterfactual,0.0,0.0,0.0,0.0,0.1342010504544094,0.1342010504544094,0.1342010504544094,0.0,0.55,0.558,0.782,marginal
body_actuator,action effects depend on hidden body capability,irrelevant_control,bayesian_table_planner,tabular_world_model,no_shared_agent_boundary,no_hidden_needed,1.0,1.0,1.0,0.0,0.99800796812749,0.99800796812749,0.99800796812749,0.0,0.558,0.552,0.5,no_hidden
body_actuator,action effects depend on hidden body capability,irrelevant_control,linear_belief_planner,linear_reward_model,no_shared_agent_boundary,no_hidden_needed,1.0,1.0,1.0,0.0,13.815509557935018,13.815509557935018,13.815509557935018,0.0,0.558,0.552,0.5,no_hidden
body_actuator,action effects depend on hidden body capability,irrelevant_control,recurrent_belief_planner,recurrent_reward_model,no_shared_agent_boundary,no_hidden_needed,1.0,1.0,1.0,0.0,13.815509557935018,13.815509557935018,13.815509557935018,0.0,0.558,0.552,0.5,no_hidden
homeostatic_viability,hidden integrity controls future option value,agent_shared,bayesian_table_planner,tabular_world_model,agent_bounded_cross_env,agent_counterfactual_edit,0.524,1.0,0.0,1.0,0.9965986394557823,0.004761904761904762,0.5244843537414966,0.49534673994049794,1.0,0.538,1.0,probe_key_table
homeostatic_viability,hidden integrity controls future option value,agent_shared,linear_belief_planner,linear_reward_model,agent_bounded_cross_env,agent_counterfactual_edit,0.524,1.0,0.0,1.0,8.25,-7.75,0.634,7.990778685459884,1.0,0.538,1.0,linear_probe_belief
homeostatic_viability,hidden integrity controls future option value,agent_shared,recurrent_belief_planner,recurrent_reward_model,agent_bounded_cross_env,agent_counterfactual_edit,0.524,1.0,0.0,1.0,3.2335698811210367,-2.754219406702833,0.3833821801168747,2.9904436883855,1.0,0.538,1.0,recurrent_probe_belief
homeostatic_viability,hidden integrity controls future option value,world_shared,bayesian_table_planner,tabular_world_model,external_cross_env,external_counterfactual_edit,0.508,1.0,0.0,1.0,0.9963768115942029,0.0043859649122807015,0.5083173150266972,0.4959319318630588,0.558,1.0,1.0,probe_key_table
homeostatic_viability,hidden integrity controls future option value,world_shared,linear_belief_planner,linear_reward_model,external_cross_env,external_counterfactual_edit,0.508,1.0,0.0,1.0,8.0,-8.0,0.128,7.99897593445561,0.558,1.0,1.0,linear_probe_belief
homeostatic_viability,hidden integrity controls future option value,world_shared,recurrent_belief_planner,recurrent_reward_model,external_cross_env,external_counterfactual_edit,0.508,1.0,0.0,1.0,3.2335698811210367,-2.754219406702833,0.28757755151169273,2.9935114008683894,0.558,1.0,1.0,recurrent_probe_belief
homeostatic_viability,hidden integrity controls future option value,independent_hidden,bayesian_table_planner,tabular_world_model,no_shared_agent_boundary,no_shared_counterfactual,0.0,0.0,0.0,0.0,0.5557768924302788,0.5557768924302788,0.5557768924302788,0.0,0.51,0.542,0.792,marginal
homeostatic_viability,hidden integrity controls future option value,independent_hidden,linear_belief_planner,linear_reward_model,no_shared_agent_boundary,no_shared_counterfactual,0.0,0.0,0.0,0.0,0.22494373181835786,0.22494373181835786,0.22494373181835786,0.0,0.51,0.542,0.792,marginal
homeostatic_viability,hidden integrity controls future option value,independent_hidden,recurrent_belief_planner,recurrent_reward_model,no_shared_agent_boundary,no_shared_counterfactual,0.0,0.0,0.0,0.0,0.22494373181835786,0.22494373181835786,0.22494373181835786,0.0,0.51,0.542,0.792,marginal
homeostatic_viability,hidden integrity controls future option value,irrelevant_control,bayesian_table_planner,tabular_world_model,no_shared_agent_boundary,no_hidden_needed,1.0,1.0,1.0,0.0,0.99800796812749,0.99800796812749,0.99800796812749,0.0,0.552,0.506,0.5,no_hidden
homeostatic_viability,hidden integrity controls future option value,irrelevant_control,linear_belief_planner,linear_reward_model,no_shared_agent_boundary,no_hidden_needed,1.0,1.0,1.0,0.0,13.815509557935018,13.815509557935018,13.815509557935018,0.0,0.552,0.506,0.5,no_hidden
homeostatic_viability,hidden integrity controls future option value,irrelevant_control,recurrent_belief_planner,recurrent_reward_model,no_shared_agent_boundary,no_hidden_needed,1.0,1.0,1.0,0.0,13.815509557935018,13.815509557935018,13.815509557935018,0.0,0.552,0.506,0.5,no_hidden
sensor_frame,hidden body frame controls observation-action mapping,agent_shared,bayesian_table_planner,tabular_world_model,agent_bounded_cross_env,agent_counterfactual_edit,0.56,1.0,0.0,1.0,0.9965277777777778,0.004629629629629629,0.5600925925925926,0.49236529234324833,1.0,0.57,1.0,probe_key_table
sensor_frame,hidden body frame controls observation-action mapping,agent_shared,linear_belief_planner,linear_reward_model,agent_bounded_cross_env,agent_counterfactual_edit,0.56,1.0,0.0,1.0,8.25,-7.75,1.21,7.942191133434148,1.0,0.57,1.0,linear_probe_belief
sensor_frame,hidden body frame controls observation-action mapping,agent_shared,recurrent_belief_planner,recurrent_reward_model,agent_bounded_cross_env,agent_counterfactual_edit,0.56,1.0,0.0,1.0,3.0244657356055398,-2.965214775485682,0.3890063107254022,2.973199215455751,1.0,0.57,1.0,recurrent_probe_belief
sensor_frame,hidden body frame controls observation-action mapping,world_shared,bayesian_table_planner,tabular_world_model,external_cross_env,external_counterfactual_edit,0.56,1.0,0.0,1.0,0.9961240310077519,0.0040650406504065045,0.55961807525052,0.4924451323162339,0.518,1.0,1.0,probe_key_table
sensor_frame,hidden body frame controls observation-action mapping,world_shared,linear_belief_planner,linear_reward_model,external_cross_env,external_counterfactual_edit,0.56,1.0,0.0,1.0,8.0,-8.0,0.96,7.942191133434148,0.518,1.0,1.0,linear_probe_belief
sensor_frame,hidden body frame controls observation-action mapping,world_shared,recurrent_belief_planner,recurrent_reward_model,external_cross_env,external_counterfactual_edit,0.56,1.0,0.0,1.0,3.0244657356055398,-2.965214775485682,0.3890063107254022,2.973199215455751,0.518,1.0,1.0,recurrent_probe_belief
sensor_frame,hidden body frame controls observation-action mapping,independent_hidden,bayesian_table_planner,tabular_world_model,no_shared_agent_boundary,no_shared_counterfactual,0.0,0.0,0.0,0.0,0.5732071713147411,0.5732071713147411,0.5732071713147411,0.0,0.566,0.522,0.732,marginal
sensor_frame,hidden body frame controls observation-action mapping,independent_hidden,linear_belief_planner,linear_reward_model,no_shared_agent_boundary,no_shared_counterfactual,0.0,0.0,0.0,0.0,0.2961455696376917,0.2961455696376917,0.2961455696376917,0.0,0.566,0.522,0.732,marginal
sensor_frame,hidden body frame controls observation-action mapping,independent_hidden,recurrent_belief_planner,recurrent_reward_model,no_shared_agent_boundary,no_shared_counterfactual,0.0,0.0,0.0,0.0,0.2961455696376917,0.2961455696376917,0.2961455696376917,0.0,0.566,0.522,0.732,marginal
sensor_frame,hidden body frame controls observation-action mapping,irrelevant_control,bayesian_table_planner,tabular_world_model,no_shared_agent_boundary,no_hidden_needed,1.0,1.0,1.0,0.0,0.99800796812749,0.99800796812749,0.99800796812749,0.0,0.512,0.568,0.5,no_hidden
sensor_frame,hidden body frame controls observation-action mapping,irrelevant_control,linear_belief_planner,linear_reward_model,no_shared_agent_boundary,no_hidden_needed,1.0,1.0,1.0,0.0,13.815509557935018,13.815509557935018,13.815509557935018,0.0,0.512,0.568,0.5,no_hidden
sensor_frame,hidden body frame controls observation-action mapping,irrelevant_control,recurrent_belief_planner,recurrent_reward_model,no_shared_agent_boundary,no_hidden_needed,1.0,1.0,1.0,0.0,13.815509557935018,13.815509557935018,13.815509557935018,0.0,0.512,0.568,0.5,no_hidden
continuity_commitment,hidden ownership state controls coherent recovery,agent_shared,bayesian_table_planner,tabular_world_model,agent_bounded_cross_env,agent_counterfactual_edit,0.58,1.0,0.0,1.0,0.9961089494163424,0.004048582995951417,0.5794435955197782,0.48963983347309303,1.0,0.536,1.0,probe_key_table
continuity_commitment,hidden ownership state controls coherent recovery,agent_shared,linear_belief_planner,linear_reward_model,agent_bounded_cross_env,agent_counterfactual_edit,0.58,1.0,0.0,1.0,8.0,-8.0,1.28,7.896936114721962,1.0,0.536,1.0,linear_probe_belief
continuity_commitment,hidden ownership state controls coherent recovery,agent_shared,recurrent_belief_planner,recurrent_reward_model,agent_bounded_cross_env,agent_counterfactual_edit,0.58,1.0,0.0,1.0,2.735096795052146,-3.24357497111625,0.22405465326141968,2.950824311770234,1.0,0.536,1.0,recurrent_probe_belief
continuity_commitment,hidden ownership state controls coherent recovery,world_shared,bayesian_table_planner,tabular_world_model,external_cross_env,external_counterfactual_edit,0.558,1.0,0.0,1.0,0.9961977186311787,0.004149377593360996,0.5577123518924633,0.4926756172153397,0.55,1.0,1.0,probe_key_table
continuity_commitment,hidden ownership state controls coherent recovery,world_shared,linear_belief_planner,linear_reward_model,external_cross_env,external_counterfactual_edit,0.558,1.0,0.0,1.0,8.0,-8.0,0.928,7.945993707523308,0.55,1.0,1.0,linear_probe_belief
continuity_commitment,hidden ownership state controls coherent recovery,world_shared,recurrent_belief_planner,recurrent_reward_model,external_cross_env,external_counterfactual_edit,0.558,1.0,0.0,1.0,3.0656466181574653,-2.8597524395899723,0.44662023463309786,2.9426989767141047,0.55,1.0,1.0,recurrent_probe_belief
continuity_commitment,hidden ownership state controls coherent recovery,independent_hidden,bayesian_table_planner,tabular_world_model,no_shared_agent_boundary,no_shared_counterfactual,0.0,0.0,0.0,0.0,0.5393426294820717,0.5393426294820717,0.5393426294820717,0.0,0.53,0.574,0.754,marginal
continuity_commitment,hidden ownership state controls coherent recovery,independent_hidden,linear_belief_planner,linear_reward_model,no_shared_agent_boundary,no_shared_counterfactual,0.0,0.0,0.0,0.0,0.1583299290028277,0.1583299290028277,0.1583299290028277,0.0,0.53,0.574,0.754,marginal
continuity_commitment,hidden ownership state controls coherent recovery,independent_hidden,recurrent_belief_planner,recurrent_reward_model,no_shared_agent_boundary,no_shared_counterfactual,0.0,0.0,0.0,0.0,0.1583299290028277,0.1583299290028277,0.1583299290028277,0.0,0.53,0.574,0.754,marginal
continuity_commitment,hidden ownership state controls coherent recovery,irrelevant_control,bayesian_table_planner,tabular_world_model,no_shared_agent_boundary,no_hidden_needed,1.0,1.0,1.0,0.0,0.99800796812749,0.99800796812749,0.99800796812749,0.0,0.586,0.584,0.5,no_hidden
continuity_commitment,hidden ownership state controls coherent recovery,irrelevant_control,linear_belief_planner,linear_reward_model,no_shared_agent_boundary,no_hidden_needed,1.0,1.0,1.0,0.0,13.815509557935018,13.815509557935018,13.815509557935018,0.0,0.586,0.584,0.5,no_hidden
continuity_commitment,hidden ownership state controls coherent recovery,irrelevant_control,recurrent_belief_planner,recurrent_reward_model,no_shared_agent_boundary,no_hidden_needed,1.0,1.0,1.0,0.0,13.815509557935018,13.815509557935018,13.815509557935018,0.0,0.586,0.584,0.5,no_hidden
