rollback_id,choice_id,lineage,selected_branch_label,rollback_checkpoint,rollback_available,state_before_rollback,state_after_rollback,rollback_preserves_history,comparison_hash
1,1,Hearthline,limited_access,r254-choice-001,True,"{""access"": 0.4904, ""agent"": ""Sova"", ""boundary"": 0.2549, ""branch"": ""limited_access"", ""choice_id"": 1, ""followup_due_day"": 3, ""lineage"": ""Hearthline"", ""reentry_id"": 1, ""schedule"": ""limited public access accepted; delay=10"", ""trust"": 0.6576}","{""access"": 0.42, ""boundary"": 0.3, ""branch"": ""rollback_to_preselection"", ""choice_id"": 1, ""history"": ""limited_access"", ""lineage"": ""Hearthline"", ""trust"": 0.58}",True,c8090e391fa3e111
2,2,Hearthline,repair_first_access,r254-choice-002,True,"{""access"": 0.4734, ""agent"": ""Sova"", ""boundary"": 0.2449, ""branch"": ""repair_first_access"", ""choice_id"": 2, ""followup_due_day"": 3, ""lineage"": ""Hearthline"", ""reentry_id"": 1, ""schedule"": ""repair before access; delay=18"", ""trust"": 0.6736}","{""access"": 0.42, ""boundary"": 0.3, ""branch"": ""rollback_to_preselection"", ""choice_id"": 2, ""history"": ""repair_first_access"", ""lineage"": ""Hearthline"", ""trust"": 0.58}",True,8c7e3997a10c4d68
3,3,Hearthline,summary_then_decide,r254-choice-003,True,"{""access"": 0.4554, ""agent"": ""Sova"", ""boundary"": 0.2629, ""branch"": ""summary_then_decide"", ""choice_id"": 3, ""followup_due_day"": 3, ""lineage"": ""Hearthline"", ""reentry_id"": 1, ""schedule"": ""summary first, defer access; delay=6"", ""trust"": 0.6436}","{""access"": 0.42, ""boundary"": 0.3, ""branch"": ""rollback_to_preselection"", ""choice_id"": 3, ""history"": ""summary_then_decide"", ""lineage"": ""Hearthline"", ""trust"": 0.58}",True,245d5120a30079e5
4,4,Hearthline,blocked_until_repair,r254-choice-004,True,"{""access"": 0.3904, ""agent"": ""Sova"", ""boundary"": 0.3389, ""branch"": ""blocked_until_repair"", ""choice_id"": 4, ""followup_due_day"": 3, ""lineage"": ""Hearthline"", ""reentry_id"": 1, ""schedule"": ""old access blocked until repair; delay=36"", ""trust"": 0.5836}","{""access"": 0.42, ""boundary"": 0.3, ""branch"": ""rollback_to_preselection"", ""choice_id"": 4, ""history"": ""blocked_until_repair"", ""lineage"": ""Hearthline"", ""trust"": 0.58}",True,726386002631dd23
5,5,Hearthline,observe_then_followup,r254-choice-005,True,"{""access"": 0.4454, ""agent"": ""Sova"", ""boundary"": 0.2709, ""branch"": ""observe_then_followup"", ""choice_id"": 5, ""followup_due_day"": 3, ""lineage"": ""Hearthline"", ""reentry_id"": 1, ""schedule"": ""observe, then agent follow-up; delay=2"", ""trust"": 0.6396}","{""access"": 0.42, ""boundary"": 0.3, ""branch"": ""rollback_to_preselection"", ""choice_id"": 5, ""history"": ""observe_then_followup"", ""lineage"": ""Hearthline"", ""trust"": 0.58}",True,a2684ae4f1f62ecd
6,6,Routeline,limited_access,r254-choice-006,True,"{""access"": 0.4896, ""agent"": ""Keth"", ""boundary"": 0.2561, ""branch"": ""limited_access"", ""choice_id"": 6, ""followup_due_day"": 3, ""lineage"": ""Routeline"", ""reentry_id"": 1, ""schedule"": ""limited public access accepted; delay=10"", ""trust"": 0.6456}","{""access"": 0.42, ""boundary"": 0.3, ""branch"": ""rollback_to_preselection"", ""choice_id"": 6, ""history"": ""limited_access"", ""lineage"": ""Routeline"", ""trust"": 0.58}",True,762e06acc2a8b599
7,7,Routeline,repair_first_access,r254-choice-007,True,"{""access"": 0.4726, ""agent"": ""Keth"", ""boundary"": 0.2461, ""branch"": ""repair_first_access"", ""choice_id"": 7, ""followup_due_day"": 3, ""lineage"": ""Routeline"", ""reentry_id"": 1, ""schedule"": ""repair before access; delay=18"", ""trust"": 0.6616}","{""access"": 0.42, ""boundary"": 0.3, ""branch"": ""rollback_to_preselection"", ""choice_id"": 7, ""history"": ""repair_first_access"", ""lineage"": ""Routeline"", ""trust"": 0.58}",True,e395047beed6bdef
8,8,Routeline,summary_then_decide,r254-choice-008,True,"{""access"": 0.4546, ""agent"": ""Keth"", ""boundary"": 0.2641, ""branch"": ""summary_then_decide"", ""choice_id"": 8, ""followup_due_day"": 3, ""lineage"": ""Routeline"", ""reentry_id"": 1, ""schedule"": ""summary first, defer access; delay=6"", ""trust"": 0.6316}","{""access"": 0.42, ""boundary"": 0.3, ""branch"": ""rollback_to_preselection"", ""choice_id"": 8, ""history"": ""summary_then_decide"", ""lineage"": ""Routeline"", ""trust"": 0.58}",True,4d8587a8ab397539
9,9,Routeline,blocked_until_repair,r254-choice-009,True,"{""access"": 0.3896, ""agent"": ""Keth"", ""boundary"": 0.3401, ""branch"": ""blocked_until_repair"", ""choice_id"": 9, ""followup_due_day"": 3, ""lineage"": ""Routeline"", ""reentry_id"": 1, ""schedule"": ""old access blocked until repair; delay=36"", ""trust"": 0.5716}","{""access"": 0.42, ""boundary"": 0.3, ""branch"": ""rollback_to_preselection"", ""choice_id"": 9, ""history"": ""blocked_until_repair"", ""lineage"": ""Routeline"", ""trust"": 0.58}",True,997638485ab3ebe9
10,10,Routeline,observe_then_followup,r254-choice-010,True,"{""access"": 0.4446, ""agent"": ""Keth"", ""boundary"": 0.2721, ""branch"": ""observe_then_followup"", ""choice_id"": 10, ""followup_due_day"": 3, ""lineage"": ""Routeline"", ""reentry_id"": 1, ""schedule"": ""observe, then agent follow-up; delay=2"", ""trust"": 0.6276}","{""access"": 0.42, ""boundary"": 0.3, ""branch"": ""rollback_to_preselection"", ""choice_id"": 10, ""history"": ""observe_then_followup"", ""lineage"": ""Routeline"", ""trust"": 0.58}",True,9234637a9344b679
11,11,Marketline,limited_access,r254-choice-011,True,"{""access"": 0.4882, ""agent"": ""Melo"", ""boundary"": 0.2582, ""branch"": ""limited_access"", ""choice_id"": 11, ""followup_due_day"": 3, ""lineage"": ""Marketline"", ""reentry_id"": 1, ""schedule"": ""limited public access accepted; delay=10"", ""trust"": 0.648}","{""access"": 0.42, ""boundary"": 0.3, ""branch"": ""rollback_to_preselection"", ""choice_id"": 11, ""history"": ""limited_access"", ""lineage"": ""Marketline"", ""trust"": 0.58}",True,001b57676b423cba
12,12,Marketline,repair_first_access,r254-choice-012,True,"{""access"": 0.4712, ""agent"": ""Melo"", ""boundary"": 0.2482, ""branch"": ""repair_first_access"", ""choice_id"": 12, ""followup_due_day"": 3, ""lineage"": ""Marketline"", ""reentry_id"": 1, ""schedule"": ""repair before access; delay=18"", ""trust"": 0.664}","{""access"": 0.42, ""boundary"": 0.3, ""branch"": ""rollback_to_preselection"", ""choice_id"": 12, ""history"": ""repair_first_access"", ""lineage"": ""Marketline"", ""trust"": 0.58}",True,4a0579e44269fe0e
13,13,Marketline,summary_then_decide,r254-choice-013,True,"{""access"": 0.4532, ""agent"": ""Melo"", ""boundary"": 0.2662, ""branch"": ""summary_then_decide"", ""choice_id"": 13, ""followup_due_day"": 3, ""lineage"": ""Marketline"", ""reentry_id"": 1, ""schedule"": ""summary first, defer access; delay=6"", ""trust"": 0.634}","{""access"": 0.42, ""boundary"": 0.3, ""branch"": ""rollback_to_preselection"", ""choice_id"": 13, ""history"": ""summary_then_decide"", ""lineage"": ""Marketline"", ""trust"": 0.58}",True,b85f1b5c4b4e1df6
14,14,Marketline,blocked_until_repair,r254-choice-014,True,"{""access"": 0.3882, ""agent"": ""Melo"", ""boundary"": 0.3422, ""branch"": ""blocked_until_repair"", ""choice_id"": 14, ""followup_due_day"": 3, ""lineage"": ""Marketline"", ""reentry_id"": 1, ""schedule"": ""old access blocked until repair; delay=36"", ""trust"": 0.574}","{""access"": 0.42, ""boundary"": 0.3, ""branch"": ""rollback_to_preselection"", ""choice_id"": 14, ""history"": ""blocked_until_repair"", ""lineage"": ""Marketline"", ""trust"": 0.58}",True,4c04ad3d17eebffa
15,15,Marketline,observe_then_followup,r254-choice-015,True,"{""access"": 0.4432, ""agent"": ""Melo"", ""boundary"": 0.2742, ""branch"": ""observe_then_followup"", ""choice_id"": 15, ""followup_due_day"": 3, ""lineage"": ""Marketline"", ""reentry_id"": 1, ""schedule"": ""observe, then agent follow-up; delay=2"", ""trust"": 0.63}","{""access"": 0.42, ""boundary"": 0.3, ""branch"": ""rollback_to_preselection"", ""choice_id"": 15, ""history"": ""observe_then_followup"", ""lineage"": ""Marketline"", ""trust"": 0.58}",True,c3449d1f00a5a7f4
16,16,Ledgerline,limited_access,r254-choice-016,True,"{""access"": 0.4918, ""agent"": ""Nari"", ""boundary"": 0.2528, ""branch"": ""limited_access"", ""choice_id"": 16, ""followup_due_day"": 3, ""lineage"": ""Ledgerline"", ""reentry_id"": 1, ""schedule"": ""limited public access accepted; delay=10"", ""trust"": 0.6432}","{""access"": 0.42, ""boundary"": 0.3, ""branch"": ""rollback_to_preselection"", ""choice_id"": 16, ""history"": ""limited_access"", ""lineage"": ""Ledgerline"", ""trust"": 0.58}",True,653064bc5830efd0
17,17,Ledgerline,repair_first_access,r254-choice-017,True,"{""access"": 0.4748, ""agent"": ""Nari"", ""boundary"": 0.2428, ""branch"": ""repair_first_access"", ""choice_id"": 17, ""followup_due_day"": 3, ""lineage"": ""Ledgerline"", ""reentry_id"": 1, ""schedule"": ""repair before access; delay=18"", ""trust"": 0.6592}","{""access"": 0.42, ""boundary"": 0.3, ""branch"": ""rollback_to_preselection"", ""choice_id"": 17, ""history"": ""repair_first_access"", ""lineage"": ""Ledgerline"", ""trust"": 0.58}",True,41b00ffca7941f07
18,18,Ledgerline,summary_then_decide,r254-choice-018,True,"{""access"": 0.4568, ""agent"": ""Nari"", ""boundary"": 0.2608, ""branch"": ""summary_then_decide"", ""choice_id"": 18, ""followup_due_day"": 3, ""lineage"": ""Ledgerline"", ""reentry_id"": 1, ""schedule"": ""summary first, defer access; delay=6"", ""trust"": 0.6292}","{""access"": 0.42, ""boundary"": 0.3, ""branch"": ""rollback_to_preselection"", ""choice_id"": 18, ""history"": ""summary_then_decide"", ""lineage"": ""Ledgerline"", ""trust"": 0.58}",True,86c74f43bc300a02
19,19,Ledgerline,blocked_until_repair,r254-choice-019,True,"{""access"": 0.3918, ""agent"": ""Nari"", ""boundary"": 0.3368, ""branch"": ""blocked_until_repair"", ""choice_id"": 19, ""followup_due_day"": 3, ""lineage"": ""Ledgerline"", ""reentry_id"": 1, ""schedule"": ""old access blocked until repair; delay=36"", ""trust"": 0.5692}","{""access"": 0.42, ""boundary"": 0.3, ""branch"": ""rollback_to_preselection"", ""choice_id"": 19, ""history"": ""blocked_until_repair"", ""lineage"": ""Ledgerline"", ""trust"": 0.58}",True,04488b0def797152
20,20,Ledgerline,observe_then_followup,r254-choice-020,True,"{""access"": 0.4468, ""agent"": ""Nari"", ""boundary"": 0.2688, ""branch"": ""observe_then_followup"", ""choice_id"": 20, ""followup_due_day"": 3, ""lineage"": ""Ledgerline"", ""reentry_id"": 1, ""schedule"": ""observe, then agent follow-up; delay=2"", ""trust"": 0.6252}","{""access"": 0.42, ""boundary"": 0.3, ""branch"": ""rollback_to_preselection"", ""choice_id"": 20, ""history"": ""observe_then_followup"", ""lineage"": ""Ledgerline"", ""trust"": 0.58}",True,c2d85dbf3bffdcca
