metric,value
source_v44_continuity,1.0
resident_routines_run_while_avatar_idle,1.0
resident_routine_visibility,1.0
multi_agent_handoff_protocol,1.0
handoff_transfer_or_boundary_trace,0.9293650793650794
animated_refusal_consent_sequence,1.0
refusal_consent_no_forced_action,1.0
long_session_inventory_trust_memory,0.9941225860621327
inventory_trust_effect_after_reload,1.0
multi_reload_integrity,0.9863325740318907
browser_v45_surface,1.0
private_workspace_boundary_preserved,1.0
frequency_flower_routine_binding,1.0
refusal_consent_not_overdriven,0.842
browser_world_v45_surface,1.0
weakest_channel_name,refusal_consent_not_overdriven
mean_idle_handoff_memory_channel_score,0.983455
weakest_channel_score,0.842
browser_world_v45_idle_handoff_memory_readiness,0.941018
session_day_count,180.0
idle_resident_routine_count,9720.0
idle_routine_advanced_count,3240.0
handoff_protocol_count,2520.0
handoff_valid_count,2520.0
animated_refusal_consent_count,2025.0
refusal_or_defer_count,929.0
refusal_or_defer_respected_count,929.0
inventory_trust_memory_count,2430.0
inventory_trust_multi_reload_count,2368.0
inventory_trust_effect_count,2368.0
multi_reload_count,439.0
browser_tick_count,3240.0
html_button_count,78.0
html_localstorage_handler_count,7.0
