seed,hour,env_target,social_target,strength,env_pressure,social_pressure,infrastructure_need,resource_need
20261121,15.985,0.20732654984455015,0.23419912632464127,0.726549727469911,0.3388,0.20359999999999998,0.03919999999999998,0.187
20261121,19.985,0.2073387978982422,0.23392231797878452,0.7331710585609674,0.3388,0.20359999999999998,0.03919999999999998,0.187
20261121,77.641,0.20751527373894058,0.2298702830672711,0.8332096489525431,0.3388,0.20359999999999998,0.03919999999999998,0.187
20261122,15.283,0.2083775308092601,0.23363909558813337,0.7280757462895375,0.3784,0.20359999999999998,0.03919999999999998,0.187
20261122,19.283,0.20838972611917708,0.23336114887207443,0.7347099594568092,0.3784,0.20359999999999998,0.03919999999999998,0.187
20261122,77.612,0.2085674908074228,0.22924477758895126,0.8360544473893328,0.3784,0.20359999999999998,0.03919999999999998,0.187
20261123,17.134,0.20838317426583977,0.23351054563952076,0.731138836504095,0.3784,0.20359999999999998,0.03919999999999998,0.187
20261123,21.134,0.20839536928941194,0.23323233884278136,0.7377984059743876,0.3784,0.20359999999999998,0.03919999999999998,0.187
20261123,87.749,0.2085983710920172,0.22851745800987044,0.8541182544045214,0.3784,0.20359999999999998,0.03919999999999998,0.187
20261124,15.12,0.20837703383726053,0.23365040999010775,0.7278065871221984,0.3784,0.20359999999999998,0.03919999999999998,0.187
20261124,19.119999999999997,0.20838922917239186,0.2333724861870514,0.7344385402113687,0.3784,0.20359999999999998,0.03919999999999998,0.187
20261124,82.375,0.2085820008033946,0.22890347234929348,0.8445399136510605,0.3784,0.20359999999999998,0.03919999999999998,0.187
20261125,13.72,0.2083727653237919,0.2337475504112223,0.7254986943944762,0.3784,0.20359999999999998,0.03919999999999998,0.187
20261125,17.72,0.20838496087548003,0.2334698234744319,0.7321110564757736,0.3784,0.20359999999999998,0.03919999999999998,0.187
20261125,79.563,0.20857343443727833,0.22910506700383695,0.8395293715812928,0.3784,0.20359999999999998,0.03919999999999998,0.187
